wlen 	 newgal_spectrum 
  4184.326 	      0.060
  4185.077 	     -0.040
  4185.828 	     -0.097
  4186.580 	     -0.107
  4187.331 	     -0.125
  4188.083 	     -0.086
  4188.835 	     -0.049
  4189.586 	     -0.017
  4190.339 	     -0.036
  4191.091 	     -0.035
  4191.843 	     -0.024
  4192.595 	      0.001
  4193.348 	     -0.027
  4194.101 	     -0.005
  4194.853 	      0.023
  4195.606 	      0.059
  4196.359 	      0.081
  4197.113 	      0.066
  4197.866 	      0.050
  4198.620 	      0.039
  4199.373 	     -0.002
  4200.127 	     -0.027
  4200.881 	     -0.036
  4201.635 	     -0.013
  4202.389 	     -0.013
  4203.143 	      0.000
  4203.898 	     -0.003
  4204.652 	     -0.048
  4205.407 	     -0.061
  4206.162 	     -0.106
  4206.917 	     -0.147
  4207.672 	     -0.166
  4208.427 	     -0.167
  4209.183 	     -0.132
  4209.938 	     -0.103
  4210.694 	     -0.103
  4211.450 	     -0.101
  4212.206 	     -0.091
  4212.962 	     -0.081
  4213.718 	     -0.069
  4214.474 	     -0.063
  4215.231 	     -0.039
  4215.987 	     -0.005
  4216.744 	      0.051
  4217.501 	      0.040
  4218.258 	      0.017
  4219.015 	      0.008
  4219.773 	      0.035
  4220.530 	      0.047
  4221.288 	      0.047
  4222.045 	      0.054
  4222.803 	      0.080
  4223.561 	      0.076
  4224.319 	      0.082
  4225.077 	      0.087
  4225.836 	      0.088
  4226.594 	      0.148
  4227.353 	      0.200
  4228.112 	      0.244
  4228.871 	      0.280
  4229.630 	      0.238
  4230.389 	      0.211
  4231.148 	      0.149
  4231.908 	      0.030
  4232.667 	     -0.078
  4233.427 	     -0.118
  4234.187 	     -0.117
  4234.947 	     -0.066
  4235.707 	      0.027
  4236.468 	      0.076
  4237.228 	      0.118
  4237.989 	      0.152
  4238.749 	      0.213
  4239.510 	      0.191
  4240.271 	      0.156
  4241.032 	      0.109
  4241.793 	      0.062
  4242.555 	      0.033
  4243.316 	      0.007
  4244.078 	     -0.016
  4244.840 	     -0.019
  4245.602 	     -0.013
  4246.364 	      0.050
  4247.126 	      0.144
  4247.888 	      0.215
  4248.651 	      0.186
  4249.413 	      0.138
  4250.176 	      0.087
  4250.939 	      0.070
  4251.702 	      0.015
  4252.465 	     -0.040
  4253.229 	     -0.076
  4253.992 	     -0.034
  4254.756 	      0.012
  4255.519 	      0.010
  4256.283 	     -0.010
  4257.047 	     -0.047
  4257.811 	     -0.077
  4258.575 	     -0.074
  4259.340 	     -0.060
  4260.104 	     -0.034
  4260.869 	     -0.029
  4261.634 	      0.064
  4262.399 	      0.139
  4263.164 	      0.176
  4263.929 	      0.143
  4264.695 	      0.109
  4265.460 	      0.106
  4266.226 	      0.130
  4266.991 	      0.027
  4267.757 	      0.007
  4268.523 	      0.011
  4269.290 	      0.039
  4270.056 	      0.133
  4270.822 	      0.178
  4271.589 	      0.219
  4272.356 	      0.261
  4273.123 	      0.313
  4273.890 	      0.274
  4274.657 	      0.240
  4275.424 	      0.201
  4276.191 	      0.139
  4276.959 	      0.096
  4277.727 	      0.137
  4278.494 	      0.169
  4279.262 	      0.160
  4280.031 	      0.051
  4280.799 	      0.034
  4281.567 	      0.028
  4282.336 	      0.028
  4283.104 	     -0.066
  4283.873 	      0.012
  4284.642 	      0.105
  4285.411 	      0.199
