Line    	 Rest_wv 	 Center  	 dCenter 	 Amp     	         dAmp    	 Sigma    	 dSig     	 Flux    	         dFlux   	 Pos     	 dPos    	 Vel     	 Rel_Vel 	         dVel    	 flu_per 	 fwhm    
[OI]a   	 6300.300	 6358.566	    0.204	 1.606e-17	         1.551e-18	    2.211	    0.169	 8.902e-17	 1.098e-17	   -5.467	            0.378	 2759.700	 2759.700	    9.626	   12.330	    5.207
[OI]b   	 6363.800	 6422.653	    0.204	 5.181e-18	         1.551e-18	    2.211	    0.169	 2.871e-17	 8.875e-18	   -5.467	            0.378	 2759.700	 2759.700	    9.530	   30.908	    5.207
[NII]b  	 6548.100	 6610.819	    0.486	 2.046e-17	         1.371e-17	    2.407	    0.399	 1.234e-16	 8.520e-17	           -5.467	    0.378	 2857.708	 2857.708	   22.057	           69.041	    5.667
Halpha  	 6562.800	 6625.581	    0.396	 1.077e-16	         2.035e-17	    2.496	    0.316	 6.740e-16	 1.532e-16	           -5.467	    0.378	 2854.177	 2854.177	   17.927	           22.728	    5.879
[NII]a  	 6583.500	 6646.558	    0.486	 5.933e-17	         1.371e-17	    2.420	    0.399	 3.598e-16	 1.021e-16	           -5.467	    0.378	 2857.708	 2857.708	   21.938	           28.380	    5.698
[SII]a  	 6716.400	 6780.940	    0.623	 2.578e-17	         1.013e-17	    2.079	    0.485	 1.344e-16	 6.141e-17	           -5.467	    0.378	 2866.968	 2866.968	   27.551	           45.706	    4.896
[SII]b  	 6730.800	 6795.479	    0.623	 1.725e-17	         8.183e-18	    2.083	    0.485	 9.009e-17	 4.760e-17	           -5.467	    0.378	 2866.968	 2866.968	   27.492	           52.836	    4.906
Hbeta   	 4861.000	 4906.904	    0.998	 2.498e-17	         1.400e-17	    2.096	    0.742	 1.313e-16	 8.701e-17	           -5.467	    0.378	 2817.685	 2817.685	   60.974	           66.293	    4.937
[OIII]49	 4959.000	 5008.244	    1.472	 2.154e-18	         6.336e-18	    1.883	    1.012	 1.017e-17	 3.040e-17	           -5.467	    0.378	 2962.210	 2962.210	   88.098	          299.001	    4.435
[OIII]50	 5007.000	 5056.721	    1.472	 6.462e-18	         6.336e-18	    1.883	    1.012	 3.051e-17	 3.411e-17	           -5.467	    0.378	 2962.268	 2962.268	   87.253	          111.816	    4.435
[OI]a   	 6300.300	 6358.566	    0.204	 1.606e-17	         1.551e-18	    2.211	    0.169	 8.902e-17	 1.098e-17	           -5.467	    0.378	 2759.700	 2759.700	    9.626	           12.330	    5.207
[OI]b   	 6363.800	 6422.653	    0.204	 5.181e-18	         1.551e-18	    2.211	    0.169	 2.871e-17	 8.875e-18	           -5.467	    0.378	 2759.700	 2759.700	    9.530	           30.908	    5.207
[NII]b  	 6548.100	 6610.819	    0.486	 2.046e-17	         1.371e-17	    2.407	    0.399	 1.234e-16	 8.520e-17	           -5.467	    0.378	 2857.708	 2857.708	   22.057	           69.041	    5.667
Halpha  	 6562.800	 6625.581	    0.396	 1.077e-16	         2.035e-17	    2.496	    0.316	 6.740e-16	 1.532e-16	           -5.467	    0.378	 2854.177	 2854.177	   17.927	           22.728	    5.879
[NII]a  	 6583.500	 6646.558	    0.486	 5.933e-17	         1.371e-17	    2.420	    0.399	 3.598e-16	 1.021e-16	           -5.467	    0.378	 2857.708	 2857.708	   21.938	           28.380	    5.698
[SII]a  	 6716.400	 6780.940	    0.623	 2.578e-17	         1.013e-17	    2.079	    0.485	 1.344e-16	 6.141e-17	           -5.467	    0.378	 2866.968	 2866.968	   27.551	           45.706	    4.896
[SII]b  	 6730.800	 6795.479	    0.623	 1.725e-17	         8.183e-18	    2.083	    0.485	 9.009e-17	 4.760e-17	           -5.467	    0.378	 2866.968	 2866.968	   27.492	           52.836	    4.906
Hbeta   	 4861.000	 4906.904	    0.998	 2.498e-17	         1.400e-17	    2.096	    0.742	 1.313e-16	 8.701e-17	           -5.467	    0.378	 2817.685	 2817.685	   60.974	           66.293	    4.937
[OIII]49	 4959.000	 5008.244	    1.472	 2.154e-18	         6.336e-18	    1.883	    1.012	 1.017e-17	 3.040e-17	           -5.467	    0.378	 2962.210	 2962.210	   88.098	          299.001	    4.435
[OIII]50	 5007.000	 5056.721	    1.472	 6.462e-18	         6.336e-18	    1.883	    1.012	 3.051e-17	 3.411e-17	           -5.467	    0.378	 2962.268	 2962.268	   87.253	          111.816	    4.435
