wlen 	 newgal_spectrum 
  4176.646 	      0.026
  4177.397 	      0.023
  4178.147 	      0.019
  4178.898 	      0.015
  4179.649 	      0.005
  4180.400 	     -0.004
  4181.151 	     -0.014
  4181.902 	     -0.026
  4182.653 	     -0.040
  4183.405 	     -0.050
  4184.157 	     -0.060
  4184.908 	     -0.072
  4185.660 	     -0.090
  4186.412 	     -0.101
  4187.164 	     -0.115
  4187.917 	     -0.133
  4188.669 	     -0.058
  4189.422 	     -0.052
  4190.174 	     -0.046
  4190.927 	     -0.026
  4191.680 	      0.005
  4192.433 	     -0.003
  4193.186 	     -0.004
  4193.940 	      0.021
  4194.693 	      0.007
  4195.447 	     -0.021
  4196.201 	     -0.031
  4196.955 	      0.011
  4197.709 	     -0.015
  4198.463 	      0.033
  4199.217 	      0.067
  4199.972 	      0.033
  4200.726 	     -0.043
  4201.481 	     -0.050
  4202.236 	     -0.030
  4202.991 	      0.031
  4203.746 	      0.088
  4204.501 	      0.047
  4205.257 	     -0.002
  4206.012 	     -0.027
  4206.768 	      0.066
  4207.524 	      0.040
  4208.280 	     -0.001
  4209.036 	     -0.030
  4209.792 	      0.036
  4210.548 	      0.029
  4211.305 	      0.022
  4212.061 	      0.044
  4212.818 	      0.066
  4213.575 	      0.020
  4214.332 	     -0.026
  4215.089 	     -0.047
  4215.846 	     -0.038
  4216.604 	     -0.008
  4217.361 	      0.018
  4218.119 	      0.028
  4218.877 	      0.021
  4219.635 	      0.003
  4220.393 	     -0.013
  4221.151 	     -0.022
  4221.910 	      0.008
  4222.668 	      0.024
  4223.427 	      0.004
  4224.186 	     -0.078
  4224.945 	     -0.025
  4225.704 	      0.009
  4226.463 	      0.011
  4227.222 	     -0.032
  4227.982 	      0.006
  4228.741 	      0.048
  4229.501 	      0.049
  4230.261 	     -0.002
  4231.021 	      0.125
  4231.781 	      0.052
  4232.542 	      0.024
  4233.302 	      0.051
  4234.063 	      0.035
  4234.823 	      0.060
  4235.584 	      0.028
  4236.345 	     -0.053
  4237.106 	     -0.079
  4237.868 	      0.058
  4238.629 	      0.076
  4239.390 	      0.015
  4240.152 	     -0.007
  4240.914 	      0.001
  4241.676 	     -0.027
  4242.438 	     -0.067
  4243.200 	     -0.051
  4243.963 	     -0.013
  4244.725 	      0.019
  4245.488 	      0.044
  4246.250 	      0.041
  4247.013 	     -0.002
  4247.776 	     -0.007
  4248.540 	      0.002
  4249.303 	      0.022
  4250.066 	      0.003
  4250.830 	      0.021
  4251.594 	      0.032
  4252.357 	      0.006
  4253.121 	      0.023
  4253.886 	      0.088
  4254.650 	      0.086
  4255.414 	     -0.047
  4256.179 	     -0.007
  4256.944 	      0.040
  4257.708 	      0.049
  4258.473 	      0.012
  4259.238 	      0.078
  4260.004 	      0.039
  4260.769 	      0.011
  4261.535 	     -0.004
  4262.300 	      0.015
  4263.066 	     -0.035
  4263.832 	     -0.007
  4264.598 	      0.057
  4265.364 	      0.062
  4266.130 	      0.090
  4266.897 	      0.082
  4267.664 	      0.053
  4268.430 	     -0.005
  4269.197 	     -0.101
  4269.964 	     -0.076
  4270.731 	     -0.014
  4271.499 	      0.079
  4272.266 	      0.120
  4273.034 	      0.076
  4273.801 	      0.025
  4274.569 	     -0.020
  4275.337 	     -0.054
  4276.105 	     -0.033
  4276.874 	      0.006
