Line    	 Rest_wv 	 Center  	 dCenter 	 Amp     	         dAmp    	 Sigma    	 dSig     	 Flux    	         dFlux   	 Pos     	 dPos    	 Vel     	 Rel_Vel 	         dVel    	 flu_per 	 fwhm    
[OI]a   	 6300.300	 6359.737	    0.168	 6.790e-17	         7.125e-18	    1.716	    0.149	 2.921e-16	 3.974e-17	   -1.690	            0.378	 2814.879	 2814.879	    7.937	   13.604	    4.042
[OI]b   	 6363.800	 6423.836	    0.168	 2.190e-17	         7.125e-18	    1.716	    0.149	 9.423e-17	 3.172e-17	   -1.690	            0.378	 2814.879	 2814.879	    7.858	   33.664	    4.042
[NII]b  	 6548.100	 6610.226	    0.303	 3.981e-16	         2.307e-16	    1.825	    0.242	 1.821e-15	 1.082e-15	           -1.690	    0.378	 2830.814	 2830.814	   13.737	           59.434	    4.297
Halpha  	 6562.800	 6625.107	    0.217	 2.725e-15	         4.055e-16	    1.800	    0.167	 1.229e-14	 2.155e-15	           -1.690	    0.378	 2832.726	 2832.726	    9.830	           17.530	    4.238
[NII]a  	 6583.500	 6645.962	    0.303	 1.155e-15	         2.307e-16	    1.835	    0.242	 5.309e-15	 1.271e-15	           -1.690	    0.378	 2830.814	 2830.814	   13.663	           23.935	    4.320
[SII]a  	 6716.400	 6780.214	    0.482	 3.464e-16	         1.340e-16	    1.847	    0.375	 1.604e-15	 7.007e-16	           -1.690	    0.378	 2834.853	 2834.853	   21.319	           43.698	    4.349
[SII]b  	 6730.800	 6794.751	    0.482	 2.655e-16	         1.132e-16	    1.851	    0.375	 1.232e-15	 5.817e-16	           -1.690	    0.378	 2834.853	 2834.853	   21.273	           47.222	    4.358
Hbeta   	 4861.000	 4907.018	    0.120	 3.607e-16	         3.279e-17	    1.696	    0.082	 1.533e-15	 1.580e-16	           -1.690	    0.378	 2824.642	 2824.642	    7.360	           10.305	    3.993
[OIII]49	 4959.000	 5005.548	    0.307	 1.346e-17	         9.312e-18	    1.616	    0.265	 5.452e-17	 3.877e-17	           -1.690	    0.378	 2800.829	 2800.829	   18.365	           71.108	    3.806
[OIII]50	 5007.000	 5054.000	    0.307	 4.037e-17	         9.312e-18	    1.616	    0.265	 1.636e-16	 4.627e-17	           -1.690	    0.378	 2800.887	 2800.887	   18.189	           28.285	    3.806
[OI]a   	 6300.300	 6359.737	    0.168	 6.790e-17	         7.125e-18	    1.716	    0.149	 2.921e-16	 3.974e-17	           -1.690	    0.378	 2814.879	 2814.879	    7.937	           13.604	    4.042
[OI]b   	 6363.800	 6423.836	    0.168	 2.190e-17	         7.125e-18	    1.716	    0.149	 9.423e-17	 3.172e-17	           -1.690	    0.378	 2814.879	 2814.879	    7.858	           33.664	    4.042
[NII]b  	 6548.100	 6610.226	    0.303	 3.981e-16	         2.307e-16	    1.825	    0.242	 1.821e-15	 1.082e-15	           -1.690	    0.378	 2830.814	 2830.814	   13.737	           59.434	    4.297
Halpha  	 6562.800	 6625.107	    0.217	 2.725e-15	         4.055e-16	    1.800	    0.167	 1.229e-14	 2.155e-15	           -1.690	    0.378	 2832.726	 2832.726	    9.830	           17.530	    4.238
[NII]a  	 6583.500	 6645.962	    0.303	 1.155e-15	         2.307e-16	    1.835	    0.242	 5.309e-15	 1.271e-15	           -1.690	    0.378	 2830.814	 2830.814	   13.663	           23.935	    4.320
[SII]a  	 6716.400	 6780.214	    0.482	 3.464e-16	         1.340e-16	    1.847	    0.375	 1.604e-15	 7.007e-16	           -1.690	    0.378	 2834.853	 2834.853	   21.319	           43.698	    4.349
[SII]b  	 6730.800	 6794.751	    0.482	 2.655e-16	         1.132e-16	    1.851	    0.375	 1.232e-15	 5.817e-16	           -1.690	    0.378	 2834.853	 2834.853	   21.273	           47.222	    4.358
Hbeta   	 4861.000	 4907.018	    0.120	 3.607e-16	         3.279e-17	    1.696	    0.082	 1.533e-15	 1.580e-16	           -1.690	    0.378	 2824.642	 2824.642	    7.360	           10.305	    3.993
[OIII]49	 4959.000	 5005.548	    0.307	 1.346e-17	         9.312e-18	    1.616	    0.265	 5.452e-17	 3.877e-17	           -1.690	    0.378	 2800.829	 2800.829	   18.365	           71.108	    3.806
[OIII]50	 5007.000	 5054.000	    0.307	 4.037e-17	         9.312e-18	    1.616	    0.265	 1.636e-16	 4.627e-17	           -1.690	    0.378	 2800.887	 2800.887	   18.189	           28.285	    3.806
