WV      	 Sigma   
4176.646	    0.125
4177.397	    0.120
4178.147	    0.115
4178.898	    0.109
4179.649	    0.099
4180.400	    0.089
4181.151	    0.077
4181.902	    0.062
4182.653	    0.036
4183.405	    0.024
4184.157	    0.049
4184.908	    0.065
4185.660	    0.084
4186.412	    0.094
4187.164	    0.105
4187.917	    0.117
4188.669	    0.120
4189.422	    0.124
4190.174	    0.123
4190.927	    0.107
4191.680	    0.096
4192.433	    0.045
4193.186	    0.064
4193.940	    0.080
4194.693	    0.034
4195.447	    0.079
4196.201	    0.065
4196.955	    0.143
4197.709	    0.121
4198.463	    0.083
4199.217	    0.044
4199.972	    0.072
4200.726	    0.116
4201.481	    0.100
4202.236	    0.068
4202.991	    0.068
4203.746	    0.112
4204.501	    0.098
4205.257	    0.074
4206.012	    0.076
4206.768	    0.102
4207.524	    0.109
4208.280	    0.109
4209.036	    0.093
4209.792	    0.024
4210.548	    0.060
4211.305	    0.086
4212.061	    0.094
4212.818	    0.106
4213.575	    0.106
4214.332	    0.108
4215.089	    0.121
4215.846	    0.117
4216.604	    0.102
4217.361	    0.098
4218.119	    0.128
4218.877	    0.131
4219.635	    0.114
4220.393	    0.092
4221.151	    0.066
4221.910	    0.131
4222.668	    0.106
4223.427	    0.083
4224.186	    0.094
4224.945	    0.115
4225.704	    0.103
4226.463	    0.092
4227.222	    0.086
4227.982	    0.067
4228.741	    0.089
4229.501	    0.090
4230.261	    0.059
4231.021	    0.113
4231.781	    0.134
4232.542	    0.103
4233.302	    0.096
4234.063	    0.027
4234.823	    0.051
4235.584	    0.056
4236.345	    0.024
4237.106	    0.075
4237.868	    0.031
4238.629	    0.024
4239.390	    0.049
4240.152	    0.080
4240.914	    0.112
4241.676	    0.108
4242.438	    0.087
4243.200	    0.091
4243.963	    0.046
4244.725	    0.051
4245.488	    0.074
4246.250	    0.082
4247.013	    0.091
4247.776	    0.083
4248.540	    0.056
4249.303	    0.086
4250.066	    0.027
4250.830	    0.071
4251.594	    0.093
4252.357	    0.085
4253.121	    0.124
4253.886	    0.115
4254.650	    0.103
4255.414	    0.096
4256.179	    0.077
4256.944	    0.087
4257.708	    0.110
4258.473	    0.140
4259.238	    0.061
4260.004	    0.065
4260.769	    0.079
4261.535	    0.092
4262.300	    0.052
4263.066	    0.079
4263.832	    0.046
4264.598	    0.071
