WV      	 Sigma   
4176.646	    0.155
4177.397	    0.150
4178.147	    0.146
4178.898	    0.140
4179.649	    0.130
4180.400	    0.119
4181.151	    0.107
4181.902	    0.094
4182.653	    0.076
4183.405	    0.067
4184.157	    0.058
4184.908	    0.044
4185.660	    0.041
4186.412	    0.064
4187.164	    0.088
4187.917	    0.117
4188.669	    0.113
4189.422	    0.090
4190.174	    0.041
4190.927	    0.088
4191.680	    0.116
4192.433	    0.035
4193.186	    0.112
4193.940	    0.147
4194.693	    0.056
4195.447	    0.061
4196.201	    0.045
4196.955	    0.112
4197.709	    0.141
4198.463	    0.158
4199.217	    0.163
4199.972	    0.136
4200.726	    0.075
4201.481	    0.042
4202.236	    0.087
4202.991	    0.074
4203.746	    0.135
4204.501	    0.132
4205.257	    0.108
4206.012	    0.034
4206.768	    0.118
4207.524	    0.094
4208.280	    0.056
4209.036	    0.069
4209.792	    0.038
4210.548	    0.072
4211.305	    0.087
4212.061	    0.087
4212.818	    0.058
4213.575	    0.082
4214.332	    0.108
4215.089	    0.025
4215.846	    0.101
4216.604	    0.111
4217.361	    0.117
4218.119	    0.126
4218.877	    0.075
4219.635	    0.112
4220.393	    0.120
4221.151	    0.032
4221.910	    0.083
4222.668	    0.063
4223.427	    0.055
4224.186	    0.086
4224.945	    0.101
4225.704	    0.029
4226.463	    0.070
4227.222	    0.057
4227.982	    0.118
4228.741	    0.097
4229.501	    0.038
4230.261	    0.100
4231.021	    0.092
4231.781	    0.109
4232.542	    0.110
4233.302	    0.094
4234.063	    0.023
4234.823	    0.063
4235.584	    0.094
4236.345	    0.118
4237.106	    0.051
4237.868	    0.055
4238.629	    0.091
4239.390	    0.114
4240.152	    0.091
4240.914	    0.045
4241.676	    0.086
4242.438	    0.088
4243.200	    0.102
4243.963	    0.020
4244.725	    0.072
4245.488	    0.084
4246.250	    0.061
4247.013	    0.077
4247.776	    0.056
4248.540	    0.056
4249.303	    0.135
4250.066	    0.152
4250.830	    0.099
4251.594	    0.056
4252.357	    0.070
4253.121	    0.084
4253.886	    0.078
4254.650	    0.059
4255.414	    0.035
4256.179	    0.056
4256.944	    0.064
4257.708	    0.056
4258.473	    0.092
4259.238	    0.035
4260.004	    0.064
4260.769	    0.084
4261.535	    0.080
4262.300	    0.145
4263.066	    0.133
4263.832	    0.085
4264.598	    0.080
4265.364	    0.104
4266.130	    0.074
4266.897	    0.063
4267.664	    0.077
4268.430	    0.130
4269.197	    0.061
4269.964	    0.050
4270.731	    0.056
4271.499	    0.075
4272.266	    0.099
4273.034	    0.067
4273.801	    0.071
4274.569	    0.130
4275.337	    0.139
4276.105	    0.126
4276.874	    0.092
4277.642	    0.048
4278.411	    0.091
4279.179	    0.112
4279.948	    0.103
4280.717	    0.077
4281.486	    0.092
4282.255	    0.106
4283.025	    0.128
4283.794	    0.131
4284.564	    0.014
4285.334	    0.053
4286.104	    0.041
4286.874	    0.042
4287.644	    0.075
4288.414	    0.020
4289.185	    0.081
4289.955	    0.064
4290.726	    0.092
4291.497	    0.170
4292.268	    0.120
4293.039	    0.063
4293.811	    0.056
4294.582	    0.081
4295.354	    0.061
4296.125	    0.046
4296.897	    0.038
4297.669	    0.113
4298.441	    0.146
4299.214	    0.069
4299.986	    0.049
4300.759	    0.105
4301.531	    0.099
4302.304	    0.143
4303.077	    0.154
4303.850	    0.136
4304.623	    0.085
4305.397	    0.157
4306.170	    0.123
4306.944	    0.042
4307.718	    0.053
4308.492	    0.061
4309.266	    0.113
4310.040	    0.144
4310.814	    0.152
4311.589	    0.111
4312.364	    0.066
4313.138	    0.068
4313.913	    0.108
4314.688	    0.067
4315.464	    0.032
4316.239	    0.085
4317.014	    0.111
4317.790	    0.107
4318.566	    0.089
4319.342	    0.045
4320.118	    0.091
4320.894	    0.072
4321.670	    0.149
4322.447	    0.130
4323.223	    0.077
4324.000	    0.084
4324.777	    0.071
4325.554	    0.085
4326.331	    0.025
4327.108	    0.106
4327.886	    0.076
4328.663	    0.086
4329.441	    0.039
4330.219	    0.091
4330.997	    0.084
4331.775	    0.161
4332.553	    0.090
4333.332	    0.066
4334.110	    0.099
4334.889	    0.130
4335.668	    0.068
4336.447	    0.085
4337.226	    0.118
4338.005	    0.103
4338.784	    0.020
4339.564	    0.095
4340.344	    0.068
4341.123	    0.096
4341.903	    0.048
4342.683	    0.078
4343.464	    0.093
4344.244	    0.094
4345.024	    0.059
4345.805	    0.057
4346.586	    0.079
4347.367	    0.075
4348.148	    0.023
4348.929	    0.081
4349.710	    0.089
4350.492	    0.079
4351.274	    0.038
4352.055	    0.095
4352.837	    0.070
4353.619	    0.067
4354.402	    0.119
4355.184	    0.147
4355.966	    0.010
4356.749	    0.098
4357.532	    0.113
4358.315	    0.110
4359.098	    0.094
4359.881	    0.018
4360.664	    0.048
4361.448	    0.052
4362.231	    0.120
4363.015	    0.138
4363.799	    0.104
4364.583	    0.072
4365.367	    0.010
4366.151	    0.090
4366.936	    0.067
4367.720	    0.079
4368.505	    0.104
4369.290	    0.084
4370.075	    0.042
4370.860	    0.046
4371.645	    0.090
4372.431	    0.120
4373.216	    0.081
4374.002	    0.099
4374.788	    0.050
4375.574	    0.034
4376.360	    0.084
4377.146	    0.096
4377.933	    0.090
4378.719	    0.112
4379.506	    0.136
4380.293	    0.148
4381.080	    0.073
4381.867	    0.058
4382.654	    0.054
4383.442	    0.070
4384.229	    0.084
4385.017	    0.144
4385.805	    0.201
4386.593	    0.234
4387.381	    0.239
4388.169	    0.125
4388.958	    0.091
4389.746	    0.059
4390.535	    0.020
4391.324	    0.037
4392.113	    0.110
4392.902	    0.102
4393.691	    0.064
4394.480	    0.068
4395.270	    0.073
4396.059	    0.064
4396.849	    0.068
4397.639	    0.077
4398.429	    0.083
4399.220	    0.037
4400.010	    0.045
4400.801	    0.054
4401.591	    0.072
4402.382	    0.159
4403.173	    0.075
4403.964	    0.010
4404.755	    0.035
4405.547	    0.111
4406.338	    0.065
4407.130	    0.109
4407.922	    0.049
4408.714	    0.115
4409.506	    0.083
4410.298	    0.087
4411.090	    0.077
4411.883	    0.079
4412.675	    0.049
4413.468	    0.037
4414.261	    0.092
4415.054	    0.084
4415.848	    0.055
4416.641	    0.039
4417.434	    0.025
4418.228	    0.104
4419.022	    0.083
4419.816	    0.035
4420.610	    0.045
4421.404	    0.102
4422.199	    0.106
4422.993	    0.061
4423.788	    0.079
4424.583	    0.095
4425.377	    0.082
4426.173	    0.097
4426.968	    0.075
4427.763	    0.049
4428.559	    0.077
4429.354	    0.106
4430.150	    0.066
4430.946	    0.014
4431.742	    0.062
4432.538	    0.123
4433.335	    0.071
4434.131	    0.045
4434.928	    0.076
4435.725	    0.070
4436.522	    0.141
4437.319	    0.144
4438.116	    0.109
4438.913	    0.025
4439.711	    0.095
4440.509	    0.067
4441.306	    0.116
4442.104	    0.117
4442.902	    0.096
4443.701	    0.126
4444.499	    0.123
4445.298	    0.046
4446.096	    0.042
4446.895	    0.126
4447.694	    0.146
4448.493	    0.023
4449.292	    0.075
4450.092	    0.083
4450.891	    0.071
4451.691	    0.092
4452.491	    0.127
4453.291	    0.085
4454.091	    0.032
4454.891	    0.074
4455.691	    0.103
4456.492	    0.109
4457.293	    0.110
4458.093	    0.102
4458.894	    0.075
4459.695	    0.073
4460.497	    0.057
4461.298	    0.092
4462.100	    0.129
4462.901	    0.152
4463.703	    0.105
4464.505	    0.056
4465.307	    0.032
4466.109	    0.059
4466.912	    0.095
4467.714	    0.077
4468.517	    0.039
4469.320	    0.071
4470.123	    0.112
4470.926	    0.130
4471.729	    0.156
4472.533	    0.187
4473.336	    0.197
4474.140	    0.194
4474.944	    0.190
4475.748	    0.186
4476.552	    0.182
4477.356	    0.178
4478.161	    0.173
4478.965	    0.167
4479.770	    0.161
4480.575	    0.157
4481.380	    0.154
4482.185	    0.152
4482.990	    0.151
4483.796	    0.149
4484.601	    0.147
4485.407	    0.143
4486.213	    0.137
4487.019	    0.129
4487.825	    0.121
4488.631	    0.114
4489.438	    0.110
4490.244	    0.107
4491.051	    0.104
4491.858	    0.100
4492.665	    0.096
4493.472	    0.091
4494.280	    0.084
4495.087	    0.076
4495.895	    0.064
4496.702	    0.078
4497.510	    0.072
4498.318	    0.069
4499.127	    0.116
4499.935	    0.081
4500.743	    0.056
4501.552	    0.094
4502.361	    0.128
4503.170	    0.117
4503.979	    0.074
4504.788	    0.115
4505.597	    0.118
4506.407	    0.090
4507.216	    0.049
4508.026	    0.023
4508.836	    0.092
4509.646	    0.118
4510.456	    0.120
4511.267	    0.090
4512.077	    0.052
4512.888	    0.079
4513.699	    0.088
4514.510	    0.072
4515.321	    0.037
4516.132	    0.025
4516.943	    0.034
4517.755	    0.038
4518.567	    0.050
4519.379	    0.101
4520.191	    0.023
4521.003	    0.018
4521.815	    0.060
