WV      	 Sigma   
4259.984	    0.091
4260.688	    0.089
4261.392	    0.091
4262.096	    0.093
4262.800	    0.099
4263.505	    0.105
4264.209	    0.108
4264.914	    0.110
4265.618	    0.111
4266.323	    0.110
4267.028	    0.106
4267.733	    0.101
4268.439	    0.095
4269.144	    0.084
4269.849	    0.069
4270.555	    0.058
4271.261	    0.045
4271.966	    0.045
4272.672	    0.022
4273.378	    0.049
4274.084	    0.065
4274.791	    0.072
4275.497	    0.066
4276.204	    0.060
4276.910	    0.049
4277.617	    0.038
4278.324	    0.048
4279.031	    0.044
4279.738	    0.045
4280.445	    0.053
4281.152	    0.076
4281.860	    0.082
4282.567	    0.080
4283.275	    0.076
4283.983	    0.075
4284.691	    0.089
4285.399	    0.091
4286.107	    0.087
4286.815	    0.076
4287.523	    0.078
4288.232	    0.072
4288.940	    0.066
4289.649	    0.058
4290.358	    0.070
4291.067	    0.077
4291.776	    0.085
4292.485	    0.089
4293.194	    0.073
4293.904	    0.072
4294.613	    0.076
4295.323	    0.079
4296.033	    0.070
4296.743	    0.060
4297.453	    0.077
4298.163	    0.087
4298.873	    0.090
4299.583	    0.075
4300.294	    0.081
4301.004	    0.089
4301.715	    0.096
4302.426	    0.098
4303.137	    0.090
4303.848	    0.087
4304.559	    0.083
4305.270	    0.082
4305.982	    0.085
4306.693	    0.083
4307.405	    0.080
4308.117	    0.074
4308.829	    0.059
4309.541	    0.095
4310.253	    0.108
4310.965	    0.108
4311.677	    0.095
4312.390	    0.082
4313.102	    0.061
4313.815	    0.036
4314.528	    0.024
4315.241	    0.019
4315.954	    0.024
4316.667	    0.024
4317.380	    0.019
4318.094	    0.024
4318.807	    0.065
4319.521	    0.067
4320.235	    0.063
4320.949	    0.056
4321.663	    0.075
4322.377	    0.055
4323.091	    0.050
4323.805	    0.053
4324.520	    0.065
4325.234	    0.075
4325.949	    0.082
4326.664	    0.078
4327.379	    0.062
4328.094	    0.044
4328.809	    0.036
4329.524	    0.044
4330.240	    0.051
4330.955	    0.044
4331.671	    0.027
4332.387	    0.011
4333.103	    0.022
4333.819	    0.038
4334.535	    0.051
4335.251	    0.046
4335.968	    0.033
4336.684	    0.019
4337.401	    0.029
4338.117	    0.033
4338.834	    0.041
4339.551	    0.048
4340.268	    0.057
4340.985	    0.052
4341.703	    0.015
4342.420	    0.042
4343.138	    0.044
4343.855	    0.029
4344.573	    0.082
4345.291	    0.089
4346.009	    0.088
4346.727	    0.082
4347.445	    0.066
4348.164	    0.055
4348.882	    0.048
4349.601	    0.044
4350.320	    0.039
4351.039	    0.051
4351.758	    0.024
4352.477	    0.051
4353.196	    0.071
4353.915	    0.036
4354.635	    0.049
4355.354	    0.042
4356.074	    0.046
4356.794	    0.067
4357.514	    0.087
4358.234	    0.082
4358.954	    0.074
4359.674	    0.070
4360.394	    0.087
4361.115	    0.094
4361.836	    0.068
4362.556	    0.015
4363.277	    0.070
4363.998	    0.058
4364.719	    0.041
4365.441	    0.019
4366.162	    0.036
4366.883	    0.068
4367.605	    0.082
4368.327	    0.081
4369.049	    0.082
4369.771	    0.079
4370.493	    0.072
4371.215	    0.081
4371.937	    0.082
4372.660	    0.068
4373.382	    0.041
4374.105	    0.029
4374.828	    0.035
4375.550	    0.044
4376.273	    0.055
4376.997	    0.063
4377.720	    0.073
4378.443	    0.084
4379.167	    0.085
4379.890	    0.076
4380.614	    0.050
4394.388	    0.093
4395.114	    0.045
4395.840	    0.033
4396.567	    0.036
4397.293	    0.044
4398.020	    0.035
4398.747	    0.046
4399.473	    0.039
4400.200	    0.015
4400.928	    0.042
4401.655	    0.011
4402.382	    0.019
4403.110	    0.024
