wlen 	 newgal_spectrum 
  4259.984 	     -0.057
  4260.688 	     -0.058
  4261.392 	     -0.064
  4262.096 	     -0.073
  4262.800 	     -0.084
  4263.505 	     -0.093
  4264.209 	     -0.099
  4264.914 	     -0.101
  4265.618 	     -0.098
  4266.323 	     -0.091
  4267.028 	     -0.078
  4267.733 	     -0.061
  4268.439 	     -0.040
  4269.144 	     -0.018
  4269.849 	      0.002
  4270.555 	      0.015
  4271.261 	      0.019
  4271.966 	      0.039
  4272.672 	      0.018
  4273.378 	     -0.007
  4274.084 	     -0.027
  4274.791 	     -0.018
  4275.497 	     -0.019
  4276.204 	     -0.022
  4276.910 	     -0.019
  4277.617 	     -0.004
  4278.324 	      0.013
  4279.031 	      0.013
  4279.738 	      0.012
  4280.445 	      0.011
  4281.152 	     -0.009
  4281.860 	     -0.009
  4282.567 	     -0.002
  4283.275 	      0.006
  4283.983 	     -0.015
  4284.691 	     -0.037
  4285.399 	     -0.037
  4286.107 	     -0.030
  4286.815 	     -0.026
  4287.523 	     -0.030
  4288.232 	     -0.044
  4288.940 	     -0.047
  4289.649 	     -0.035
  4290.358 	     -0.026
  4291.067 	     -0.023
  4291.776 	     -0.018
  4292.485 	     -0.014
  4293.194 	     -0.015
  4293.904 	     -0.029
  4294.613 	     -0.034
  4295.323 	     -0.034
  4296.033 	     -0.022
  4296.743 	     -0.020
  4297.453 	     -0.028
  4298.163 	     -0.030
  4298.873 	     -0.028
  4299.583 	     -0.027
  4300.294 	     -0.027
  4301.004 	     -0.028
  4301.715 	     -0.029
  4302.426 	     -0.031
  4303.137 	     -0.037
  4303.848 	     -0.028
  4304.559 	     -0.022
  4305.270 	     -0.027
  4305.982 	     -0.005
  4306.693 	     -0.001
  4307.405 	     -0.006
  4308.117 	     -0.019
  4308.829 	     -0.051
  4309.541 	     -0.062
  4310.253 	     -0.058
  4310.965 	     -0.051
  4311.677 	     -0.046
  4312.390 	     -0.050
  4313.102 	     -0.050
  4313.815 	     -0.046
  4314.528 	     -0.037
  4315.241 	     -0.013
  4315.954 	     -0.000
  4316.667 	      0.018
  4317.380 	      0.030
  4318.094 	      0.025
  4318.807 	      0.014
  4319.521 	      0.000
