WV      	 Sigma   
4176.646	    0.096
4177.397	    0.097
4178.147	    0.097
4178.898	    0.097
4179.649	    0.103
4180.400	    0.109
4181.151	    0.116
4181.902	    0.125
4182.653	    0.136
4183.405	    0.144
4184.157	    0.152
4184.908	    0.161
4185.660	    0.174
4186.412	    0.182
4187.164	    0.190
4187.917	    0.201
4188.669	    0.177
4189.422	    0.185
4190.174	    0.185
4190.927	    0.158
4191.680	    0.072
4192.433	    0.102
4193.186	    0.129
4193.940	    0.135
4194.693	    0.145
4195.447	    0.126
4196.201	    0.108
4196.955	    0.106
4197.709	    0.163
4198.463	    0.134
4199.217	    0.105
4199.972	    0.138
4200.726	    0.105
4201.481	    0.124
4202.236	    0.133
4202.991	    0.096
4203.746	    0.117
4204.501	    0.165
4205.257	    0.184
4206.012	    0.125
4206.768	    0.140
4207.524	    0.152
4208.280	    0.153
4209.036	    0.121
4209.792	    0.138
4210.548	    0.152
4211.305	    0.160
4212.061	    0.155
4212.818	    0.143
4213.575	    0.154
4214.332	    0.164
4215.089	    0.162
4215.846	    0.163
4216.604	    0.165
4217.361	    0.165
4218.119	    0.161
4218.877	    0.119
4219.635	    0.108
4220.393	    0.116
4221.151	    0.145
4221.910	    0.116
4222.668	    0.118
4223.427	    0.129
4224.186	    0.151
4224.945	    0.085
4225.704	    0.105
4226.463	    0.114
4227.222	    0.098
4227.982	    0.105
4228.741	    0.119
4229.501	    0.141
4230.261	    0.170
4231.021	    0.153
4231.781	    0.169
4232.542	    0.170
4233.302	    0.153
4234.063	    0.107
4234.823	    0.121
4235.584	    0.133
4236.345	    0.143
4237.106	    0.131
4237.868	    0.121
4238.629	    0.104
4239.390	    0.013
4247.776	    0.229
4248.540	    0.207
4249.303	    0.055
4250.066	    0.103
4250.830	    0.107
4251.594	    0.092
4252.357	    0.023
4253.121	    0.108
4253.886	    0.070
4254.650	    0.030
4255.414	    0.083
4256.179	    0.058
4256.944	    0.121
4257.708	    0.156
4258.473	    0.175
4259.238	    0.045
4260.004	    0.071
4260.769	    0.106
4261.535	    0.139
4262.300	    0.117
4263.066	    0.099
4263.832	    0.073
4264.598	    0.043
4265.364	    0.088
4266.130	    0.167
4266.897	    0.143
4267.664	    0.096
4268.430	    0.161
4269.197	    0.158
4269.964	    0.122
4270.731	    0.081
4271.499	    0.088
4272.266	    0.058
